날짜,시간대,차량진입횟수,체류시간
2020-10-10,9,544,0 days 00:39:09.485294117
2020-10-10,10,514,0 days 00:38:02.101167315
2020-10-10,11,370,0 days 01:04:02.918918918
2020-10-10,12,54,0 days 00:31:24.444444444
2020-10-10,13,412,0 days 00:29:11.941747572
2020-10-10,14,202,0 days 00:29:53.465346534
2020-10-10,15,188,0 days 00:29:24.893617021
2020-10-10,16,90,0 days 00:22:58.666666666
2020-10-10,17,102,0 days 00:16:04.705882352
2020-10-10,18,20,0 days 00:32:42
2020-10-10,19,56,0 days 00:20:17.142857142
2020-10-10,20,24,0 days 00:22:00
2020-10-10,21,2,0 days 00:43:00
2020-10-11,8,18,0 days 00:37:53.333333333
2020-10-11,9,14,0 days 00:27:00
2020-10-11,10,36,0 days 00:19:46.666666666
2020-10-11,11,6,0 days 00:31:40
2020-10-11,13,34,0 days 00:19:17.647058823
2020-10-11,14,12,0 days 00:29:00
2020-10-11,15,32,0 days 00:21:41.250000
2020-10-11,16,14,0 days 00:20:34.285714285
2020-10-12,7,20,0 days 00:23:24
2020-10-12,8,518,0 days 00:30:07.413127413
2020-10-12,9,776,0 days 00:30:31.082474226
2020-10-12,10,1016,0 days 00:37:52.795275590
2020-10-12,11,694,0 days 00:57:15.907780979
2020-10-12,12,20,0 days 00:25:00
2020-10-12,13,1156,0 days 00:32:52.110726643
2020-10-12,14,1120,0 days 00:39:16.285714285
2020-10-12,15,1240,0 days 00:42:21.290322580
2020-10-12,16,1216,0 days 00:40:33.453947368
2020-10-12,17,708,0 days 00:49:17.288135593
2020-10-12,18,56,0 days 00:42:27.857142857
2020-10-12,19,864,0 days 00:39:56.250000
2020-10-12,20,386,0 days 00:34:12.746113989
2020-10-12,21,182,0 days 00:25:27.692307692
2020-10-12,22,78,0 days 00:22:33.846153846
2020-10-12,23,22,0 days 00:13:32.727272727
2020-10-13,7,38,0 days 00:24:56.842105263
2020-10-13,8,542,0 days 00:28:58.007380073
2020-10-13,9,838,0 days 00:28:19.045346062
2020-10-13,10,864,0 days 00:31:40.694444444
2020-10-13,11,908,0 days 00:57:47.709251101
2020-10-13,12,26,0 days 00:21:13.846153846
2020-10-13,13,1132,0 days 00:33:39.752650176
2020-10-13,14,982,0 days 00:44:11.242362525
2020-10-13,15,1150,0 days 00:48:06.156521739
2020-10-13,16,1060,0 days 00:51:00.226415094
2020-10-13,17,620,0 days 01:03:22.258064516
2020-10-13,18,60,0 days 01:35:32
2020-10-13,19,630,0 days 01:03:23.809523809
2020-10-13,20,226,0 days 00:50:36.637168141
2020-10-13,21,148,0 days 00:36:56.756756756
2020-10-13,22,72,0 days 00:27:31.666666666
2020-10-13,23,10,0 days 00:17:48
2020-10-14,7,16,0 days 00:30:00
2020-10-14,8,512,0 days 00:30:44.062500
2020-10-14,9,804,0 days 00:29:51.641791044
2020-10-14,10,920,0 days 00:39:08.608695652
2020-10-14,11,818,0 days 00:56:01.760391198
2020-10-14,12,14,0 days 00:24:51.428571428
2020-10-14,13,1210,0 days 00:35:17.553719008
2020-10-14,14,1002,0 days 00:40:51.856287425
2020-10-14,15,1104,0 days 00:42:37.500000
2020-10-14,16,1118,0 days 00:41:44.651162790
2020-10-14,17,718,0 days 00:44:36.100278551
2020-10-14,18,62,0 days 00:35:54.193548387
2020-10-14,19,594,0 days 00:43:34.545454545
2020-10-14,20,280,0 days 00:37:59.571428571
2020-10-14,21,144,0 days 00:37:12.500000
2020-10-14,22,48,0 days 00:28:45
2020-10-14,23,10,0 days 00:15:24
2020-10-15,7,14,0 days 00:29:25.714285714
2020-10-15,8,502,0 days 00:35:09.083665338
2020-10-15,9,752,0 days 00:35:50.265957446
2020-10-15,10,848,0 days 00:41:22.075471698
2020-10-15,11,744,0 days 01:03:35.161290322
2020-10-15,12,18,0 days 00:30:40
2020-10-15,13,1154,0 days 00:42:53.968804159
2020-10-15,14,948,0 days 00:44:04.810126582
2020-10-15,15,1094,0 days 00:44:46.398537477
2020-10-15,16,1178,0 days 00:43:06.926994906
2020-10-15,17,790,0 days 00:43:22.936708860
2020-10-15,18,50,0 days 00:21:55.200000
2020-10-15,19,638,0 days 00:46:31.598746081
2020-10-15,20,242,0 days 00:33:25.785123966
2020-10-15,21,112,0 days 00:24:11.785714285
2020-10-15,22,26,0 days 00:23:50.769230769
2020-10-15,23,10,0 days 00:22:36
2020-10-16,1,2,0 days 00:07:00
2020-10-16,7,4,0 days 00:41:00
2020-10-16,8,712,0 days 00:32:22.752808988
2020-10-16,9,810,0 days 00:39:02.222222222
2020-10-16,10,858,0 days 00:44:58.181818181
2020-10-16,11,698,0 days 01:05:58.968481375
2020-10-16,12,28,0 days 00:49:47.142857142
2020-10-16,13,986,0 days 00:37:25.192697768
2020-10-16,14,1108,0 days 00:31:19.061371841
2020-10-16,15,1168,0 days 00:39:39.657534246
2020-10-16,16,1158,0 days 00:49:04.145077720
2020-10-16,17,648,0 days 01:08:33.518518518
2020-10-16,18,16,0 days 00:45:07.500000
2020-10-16,19,572,0 days 00:46:41.118881118
2020-10-16,20,310,0 days 00:33:42.580645161
2020-10-16,21,160,0 days 00:27:30.750000
2020-10-16,22,28,0 days 00:22:08.571428571
2020-10-16,23,14,0 days 00:15:08.571428571
2020-10-17,7,10,0 days 00:23:24
2020-10-17,8,450,0 days 00:42:34.666666666
2020-10-17,9,528,0 days 00:37:20.681818181
2020-10-17,10,628,0 days 00:39:00.382165605
2020-10-17,11,442,0 days 01:07:00.271493212
2020-10-17,12,10,0 days 00:46:48
2020-10-17,13,680,0 days 00:36:45
2020-10-17,14,338,0 days 00:39:18.816568047
2020-10-17,15,396,0 days 00:33:29.696969696
2020-10-17,16,280,0 days 00:34:33.428571428
2020-10-17,17,128,0 days 00:34:24.375000
2020-10-17,18,22,0 days 00:22:10.909090909
2020-10-17,19,64,0 days 00:37:05.625000
2020-10-17,20,12,0 days 00:33:00
2020-10-17,21,8,0 days 00:38:00
2020-10-18,1,2,0 days 00:57:00
2020-10-18,8,12,0 days 00:23:20
2020-10-18,9,42,0 days 00:21:25.714285714
2020-10-18,10,84,0 days 00:21:22.857142857
2020-10-18,11,34,0 days 00:28:14.117647058
2020-10-18,12,6,0 days 00:10:40
2020-10-18,13,54,0 days 00:28:06.666666666
2020-10-18,14,48,0 days 00:20:02.500000
2020-10-18,15,48,0 days 00:30:07.500000
2020-10-18,16,16,0 days 00:31:00
2020-10-18,17,4,0 days 00:23:00
2020-10-18,19,6,0 days 01:09:40
2020-10-19,7,18,0 days 00:40:40
2020-10-19,8,456,0 days 00:39:03.684210526
2020-10-19,9,680,0 days 00:36:57.705882352
2020-10-19,10,960,0 days 00:45:41.125000
2020-10-19,11,772,0 days 01:10:17.098445595
2020-10-19,12,30,0 days 00:40:00
2020-10-19,13,1192,0 days 00:39:52.348993288
2020-10-19,14,908,0 days 00:43:28.149779735
2020-10-19,15,1164,0 days 00:48:26.288659793
2020-10-19,16,1030,0 days 00:54:20.038834951
2020-10-19,17,714,0 days 01:02:56.470588235
2020-10-19,18,62,0 days 00:47:09.677419354
2020-10-19,19,760,0 days 00:55:36.789473684
2020-10-19,20,334,0 days 00:45:48.143712574
2020-10-19,21,212,0 days 00:41:48.113207547
2020-10-19,22,68,0 days 00:36:24.705882352
2020-10-19,23,24,0 days 00:22:20
2020-10-20,7,34,0 days 01:10:17.647058823
2020-10-20,8,664,0 days 00:35:11.746987951
2020-10-20,9,780,0 days 00:40:53.230769230
2020-10-20,10,906,0 days 00:45:56.291390728
2020-10-20,11,778,0 days 01:12:29.305912596
2020-10-20,12,46,0 days 00:28:31.304347826
2020-10-20,13,1012,0 days 00:36:22.529644268
2020-10-20,14,1018,0 days 00:32:10.491159135
2020-10-20,15,1170,0 days 00:34:55.897435897
2020-10-20,16,1044,0 days 00:40:26.206896551
2020-10-20,17,656,0 days 00:55:41.341463414
2020-10-20,18,50,0 days 00:48:57.600000
2020-10-20,19,752,0 days 00:42:43.723404255
2020-10-20,20,286,0 days 00:34:15.104895104
2020-10-20,21,142,0 days 00:31:42.253521126
2020-10-20,22,60,0 days 00:22:32
2020-10-20,23,8,0 days 00:16:00
2020-10-21,7,16,0 days 00:51:15
2020-10-21,8,544,0 days 00:36:08.823529411
2020-10-21,9,856,0 days 00:33:09.112149532
2020-10-21,10,866,0 days 00:37:28.129330254
2020-10-21,11,838,0 days 01:00:58.138424821
2020-10-21,12,36,0 days 00:40:40
2020-10-21,13,1198,0 days 00:31:41.368948247
2020-10-21,14,1022,0 days 00:35:17.377690802
2020-10-21,15,1038,0 days 00:43:53.988439306
2020-10-21,16,972,0 days 00:46:55.925925925
2020-10-21,17,678,0 days 00:52:37.168141592
2020-10-21,18,52,0 days 00:40:41.538461538
2020-10-21,19,618,0 days 00:52:51.456310679
2020-10-21,20,280,0 days 00:43:30
2020-10-21,21,132,0 days 00:37:45.454545454
2020-10-21,22,82,0 days 00:28:20.487804878
2020-10-21,23,12,0 days 00:22:40
2020-10-22,7,20,0 days 00:34:24
2020-10-22,8,536,0 days 00:33:50.373134328
2020-10-22,9,774,0 days 00:40:11.472868217
2020-10-22,10,860,0 days 00:47:44.651162790
2020-10-22,11,708,0 days 01:11:15.932203389
2020-10-22,12,30,0 days 00:26:56
2020-10-22,13,1028,0 days 00:39:19.844357976
2020-10-22,14,1016,0 days 00:43:01.062992125
2020-10-22,15,1028,0 days 00:46:28.249027237
2020-10-22,16,1072,0 days 00:52:16.343283582
2020-10-22,17,620,0 days 00:48:39.290322580
2020-10-22,18,116,0 days 00:34:56.896551724
2020-10-22,19,606,0 days 00:35:37.029702970
2020-10-22,20,260,0 days 00:27:33.692307692
2020-10-22,21,126,0 days 00:20:35.238095238
2020-10-22,22,54,0 days 00:26:46.666666666
2020-10-22,23,4,0 days 00:21:00
2020-10-23,7,12,0 days 00:41:40
2020-10-23,8,670,0 days 00:50:13.611940298
2020-10-23,9,744,0 days 00:46:24.032258064
2020-10-23,10,842,0 days 00:51:32.494061757
2020-10-23,11,710,0 days 01:10:57.464788732
2020-10-23,12,30,0 days 00:48:36
2020-10-23,13,1188,0 days 00:48:27.979797979
2020-10-23,14,1010,0 days 00:54:10.574257425
2020-10-23,15,996,0 days 00:56:04.698795180
2020-10-23,16,1040,0 days 01:01:28.269230769
2020-10-23,17,694,0 days 01:04:28.011527377
2020-10-23,18,98,0 days 00:52:45.306122448
2020-10-23,19,618,0 days 00:59:32.038834951
2020-10-23,20,286,0 days 00:43:49.930069930
2020-10-23,21,268,0 days 00:32:30.447761194
2020-10-23,22,62,0 days 00:27:48.387096774
2020-10-23,23,12,0 days 00:25:10
2020-10-24,7,18,0 days 00:48:06.666666666
2020-10-24,8,388,0 days 00:47:42.680412371
2020-10-24,9,522,0 days 00:33:35.172413793
2020-10-24,10,646,0 days 00:34:28.978328173
2020-10-24,11,430,0 days 01:04:32.093023255
2020-10-24,12,24,0 days 00:39:35
2020-10-24,13,516,0 days 00:38:45.581395348
2020-10-24,14,372,0 days 00:32:57.741935483
2020-10-24,15,324,0 days 00:30:19.259259259
2020-10-24,16,198,0 days 00:32:31.515151515
2020-10-24,17,160,0 days 00:22:40.500000
2020-10-24,18,6,0 days 00:18:40
2020-10-24,19,104,0 days 00:29:40.384615384
2020-10-24,20,22,0 days 00:25:54.545454545
2020-10-24,21,4,0 days 00:30:30
2020-10-25,7,2,0 days 00:28:00
2020-10-25,8,6,0 days 00:32:40
2020-10-25,9,48,0 days 00:15:15
2020-10-25,10,56,0 days 00:21:49.285714285
2020-10-25,11,32,0 days 00:24:37.500000
2020-10-25,12,22,0 days 00:17:16.363636363
2020-10-25,13,52,0 days 00:28:20.769230769
2020-10-25,14,64,0 days 00:24:09.375000
2020-10-25,15,56,0 days 00:18:23.571428571
2020-10-25,16,42,0 days 00:21:25.714285714
2020-10-25,17,4,0 days 00:08:00
2020-10-25,21,2,0 days 01:35:00
2020-10-26,7,24,0 days 01:16:45
2020-10-26,8,378,0 days 00:49:41.587301587
2020-10-26,9,632,0 days 00:35:28.291139240
2020-10-26,10,896,0 days 00:48:06.428571428
2020-10-26,11,798,0 days 01:20:34.135338345
2020-10-26,12,34,0 days 00:56:31.764705882
2020-10-26,13,1084,0 days 00:46:15.830258302
2020-10-26,14,990,0 days 00:55:21.333333333
2020-10-26,15,1090,0 days 01:01:41.834862385
2020-10-26,16,936,0 days 00:59:07.179487179
2020-10-26,17,650,0 days 01:02:58.523076923
2020-10-26,18,98,0 days 00:40:42.857142857
2020-10-26,19,750,0 days 00:52:57.440000
2020-10-26,20,224,0 days 00:50:08.035714285
2020-10-26,21,182,0 days 00:40:57.362637362
2020-10-26,22,96,0 days 00:33:21.250000
2020-10-26,23,16,0 days 00:27:37.500000
2020-10-27,7,24,0 days 00:30:00
2020-10-27,8,404,0 days 00:48:09.207920792
2020-10-27,9,734,0 days 00:42:44.468664850
2020-10-27,10,856,0 days 00:56:09.953271028
2020-10-27,11,696,0 days 01:12:30
2020-10-27,12,24,0 days 00:44:50
2020-10-27,13,1122,0 days 00:48:17.860962566
2020-10-27,14,918,0 days 00:51:50.065359477
2020-10-27,15,1124,0 days 00:50:38.861209964
2020-10-27,16,1028,0 days 00:50:33.852140077
2020-10-27,17,630,0 days 01:03:31.047619047
2020-10-27,18,56,0 days 00:53:55.714285714
2020-10-27,19,674,0 days 00:49:02.136498516
2020-10-27,20,320,0 days 00:48:31.875000
2020-10-27,21,194,0 days 00:38:36.494845360
2020-10-27,22,52,0 days 00:34:36.923076923
2020-10-27,23,2,0 days 00:25:00
2020-10-28,7,78,0 days 00:38:01.538461538
2020-10-28,8,564,0 days 00:38:42.127659574
2020-10-28,9,710,0 days 00:47:59.323943661
2020-10-28,10,772,0 days 00:51:15.388601036
2020-10-28,11,770,0 days 01:17:34.129870129
2020-10-28,12,24,0 days 00:43:35
2020-10-28,13,1152,0 days 00:44:12.083333333
2020-10-28,14,1114,0 days 00:46:53.644524236
2020-10-28,15,1022,0 days 00:47:33.463796477
2020-10-28,16,958,0 days 00:45:24.926931106
2020-10-28,17,624,0 days 00:49:43.269230769
2020-10-28,18,72,0 days 00:45:30
2020-10-28,19,666,0 days 00:41:21.261261261
2020-10-28,20,260,0 days 00:46:07.384615384
2020-10-28,21,86,0 days 00:38:04.186046511
2020-10-28,22,44,0 days 00:23:46.363636363
2020-10-28,23,6,0 days 00:19:20
2020-10-29,7,20,0 days 00:43:24
2020-10-29,8,532,0 days 00:38:34.511278195
2020-10-29,9,682,0 days 00:29:09.325513196
2020-10-29,10,972,0 days 00:38:16.913580246
2020-10-29,11,742,0 days 00:53:43.665768194
2020-10-29,12,34,0 days 00:30:24.705882352
2020-10-29,13,1140,0 days 00:35:35.263157894
2020-10-29,14,1164,0 days 00:46:07.628865979
2020-10-29,15,962,0 days 00:47:09.854469854
2020-10-29,16,852,0 days 00:38:31.408450704
2020-10-29,17,550,0 days 00:40:20.945454545
2020-10-29,18,48,0 days 00:38:07.500000
2020-10-29,19,492,0 days 00:33:51.707317073
2020-10-29,20,164,0 days 00:27:12.439024390
2020-10-29,21,100,0 days 00:26:15.600000
2020-10-29,22,30,0 days 00:19:12
2020-10-29,23,12,0 days 00:19:30
2020-10-30,7,12,0 days 00:59:30
2020-10-30,8,568,0 days 00:40:41.197183098
2020-10-30,9,704,0 days 00:37:30.852272727
2020-10-30,10,930,0 days 00:39:25.161290322
2020-10-30,11,748,0 days 00:58:15.401069518
2020-10-30,12,36,0 days 00:36:06.666666666
2020-10-30,13,1072,0 days 00:34:32.238805970
2020-10-30,14,1100,0 days 00:37:29.018181818
2020-10-30,15,956,0 days 00:46:32.008368200
2020-10-30,16,856,0 days 00:37:55.093457943
2020-10-30,17,532,0 days 00:33:23.007518796
2020-10-30,18,52,0 days 00:38:39.230769230
2020-10-30,19,412,0 days 00:39:08.155339805
2020-10-30,20,228,0 days 00:35:53.684210526
2020-10-30,21,84,0 days 00:33:55.714285714
2020-10-30,22,42,0 days 00:17:02.857142857
2020-10-31,7,8,0 days 00:25:00
2020-10-31,8,296,0 days 00:33:47.027027027
2020-10-31,9,550,0 days 00:36:47.781818181
2020-10-31,10,444,0 days 00:37:01.891891891
2020-10-31,11,384,0 days 01:21:25.625000
2020-10-31,12,10,0 days 00:51:00
2020-10-31,13,382,0 days 00:35:38.324607329
2020-10-31,14,240,0 days 00:27:44.500000
2020-10-31,15,182,0 days 00:33:03.296703296
2020-10-31,16,126,0 days 00:26:10.476190476
2020-10-31,17,50,0 days 00:27:24
2020-10-31,19,34,0 days 00:20:21.176470588
2020-10-31,20,18,0 days 00:27:53.333333333
2020-10-31,21,4,0 days 00:05:30
2020-11-01,8,6,0 days 00:18:40
2020-11-01,9,26,0 days 00:16:55.384615384
2020-11-01,10,94,0 days 00:21:33.191489361
2020-11-01,11,16,0 days 00:20:00
2020-11-01,12,8,0 days 00:17:15
2020-11-01,13,24,0 days 00:26:15
2020-11-01,14,30,0 days 00:23:20
2020-11-01,15,58,0 days 00:22:37.241379310
2020-11-01,16,8,0 days 00:13:30
2020-11-01,17,18,0 days 00:19:20
2020-11-01,19,12,0 days 00:37:40
2020-11-01,21,2,0 days 00:36:00
2020-11-02,7,20,0 days 00:48:06
2020-11-02,8,542,0 days 00:41:24.575645756
2020-11-02,9,746,0 days 00:49:55.335120643
2020-11-02,10,868,0 days 00:45:15.069124423
2020-11-02,11,754,0 days 01:39:56.976127320
2020-11-02,12,2,0 days 01:27:00
2020-11-02,13,842,0 days 00:49:53.729216152
2020-11-02,14,1130,0 days 00:53:59.787610619
2020-11-02,15,1020,0 days 01:00:07.647058823
2020-11-02,16,838,0 days 01:03:16.754176610
2020-11-02,17,552,0 days 00:57:48.043478260
2020-11-02,18,74,0 days 00:34:17.837837837
2020-11-02,19,488,0 days 00:39:55.327868852
2020-11-02,20,214,0 days 00:26:49.906542056
2020-11-02,21,144,0 days 00:24:45.833333333
2020-11-02,22,64,0 days 00:33:22.500000
2020-11-02,23,10,0 days 00:35:00
2020-11-03,7,8,0 days 00:38:30
2020-11-03,8,484,0 days 00:54:11.157024793
2020-11-03,9,678,0 days 00:51:11.150442477
2020-11-03,10,658,0 days 00:55:33.009118541
2020-11-03,11,718,0 days 01:30:07.688022284
2020-11-03,12,8,0 days 00:38:45
2020-11-03,13,938,0 days 00:41:27.505330490
2020-11-03,14,736,0 days 00:39:30
2020-11-03,15,828,0 days 00:49:15.507246376
2020-11-03,16,732,0 days 00:41:19.836065573
2020-11-03,17,382,0 days 00:57:00.314136125
2020-11-03,18,44,0 days 01:03:35.454545454
2020-11-03,19,324,0 days 00:53:44.074074074
2020-11-03,20,180,0 days 00:44:22.666666666
2020-11-03,21,110,0 days 00:23:26.181818181
2020-11-03,22,52,0 days 00:32:09.230769230
2020-11-03,23,2,0 days 00:20:00
2020-11-04,7,8,0 days 00:38:30
2020-11-04,8,354,0 days 00:40:06.440677966
2020-11-04,9,582,0 days 00:50:11.752577319
2020-11-04,10,668,0 days 00:54:12.754491017
2020-11-04,11,626,0 days 01:25:03.258785942
2020-11-04,12,20,0 days 00:34:06
2020-11-04,13,826,0 days 00:47:49.830508474
2020-11-04,14,790,0 days 00:46:52.405063291
2020-11-04,15,862,0 days 00:47:23.805104408
2020-11-04,16,710,0 days 00:39:31.436619718
2020-11-04,17,392,0 days 00:38:33.673469387
2020-11-04,18,70,0 days 00:31:18.857142857
2020-11-04,19,316,0 days 00:34:30.379746835
2020-11-04,20,98,0 days 00:26:15.918367346
2020-11-04,21,54,0 days 00:21:20
2020-11-04,22,30,0 days 00:21:36
2020-11-04,23,2,0 days 00:18:00
2020-11-05,7,12,0 days 00:25:10
2020-11-05,8,356,0 days 00:52:13.483146067
2020-11-05,9,626,0 days 00:51:47.923322683
2020-11-05,10,686,0 days 00:53:50.553935860
2020-11-05,11,626,0 days 01:19:47.156549520
2020-11-05,12,12,0 days 00:59:00
2020-11-05,13,742,0 days 00:43:26.361185983
2020-11-05,14,630,0 days 00:40:06.857142857
2020-11-05,15,686,0 days 00:44:25.364431486
2020-11-05,16,688,0 days 00:38:33.662790697
2020-11-05,17,330,0 days 00:34:22.545454545
2020-11-05,18,54,0 days 00:24:37.777777777
2020-11-05,19,350,0 days 00:24:46.285714285
2020-11-05,20,122,0 days 00:22:38.360655737
2020-11-05,21,44,0 days 00:13:51.818181818
2020-11-05,22,22,0 days 00:17:21.818181818
2020-11-05,23,4,0 days 00:29:30
2020-11-06,7,14,0 days 00:46:25.714285714
2020-11-06,8,330,0 days 00:59:13.090909090
2020-11-06,9,596,0 days 01:03:46.308724832
2020-11-06,10,566,0 days 01:05:07.632508833
2020-11-06,11,488,0 days 01:21:06.639344262
2020-11-06,12,20,0 days 00:43:06
2020-11-06,13,824,0 days 00:48:34.514563106
2020-11-06,14,778,0 days 00:48:24.832904884
2020-11-06,15,756,0 days 00:48:24.920634920
2020-11-06,16,796,0 days 00:46:57.738693467
2020-11-06,17,346,0 days 00:45:49.248554913
2020-11-06,18,48,0 days 00:32:52.500000
2020-11-06,19,308,0 days 00:31:01.558441558
2020-11-06,20,122,0 days 00:28:40.327868852
2020-11-06,21,50,0 days 00:25:24
2020-11-06,22,18,0 days 00:23:33.333333333
2020-11-06,23,6,0 days 00:15:20
2020-11-07,7,2,0 days 00:09:00
2020-11-07,8,180,0 days 00:42:33.333333333
2020-11-07,9,272,0 days 00:49:54.264705882
2020-11-07,10,304,0 days 00:34:11.447368421
2020-11-07,11,230,0 days 01:02:50.086956521
2020-11-07,12,8,0 days 00:27:30
2020-11-07,13,276,0 days 00:30:44.782608695
2020-11-07,14,154,0 days 00:23:56.103896103
2020-11-07,15,120,0 days 00:19:42
2020-11-07,16,64,0 days 00:25:35.625000
2020-11-07,17,16,0 days 00:24:00
2020-11-07,18,6,0 days 00:06:40
2020-11-07,19,32,0 days 00:36:37.500000
2020-11-07,20,4,0 days 00:36:30
2020-11-07,21,4,0 days 00:18:00
2020-11-07,22,2,0 days 00:21:00
2020-11-08,7,6,0 days 00:24:40
2020-11-08,8,24,0 days 00:19:35
2020-11-08,9,12,0 days 00:38:50
2020-11-08,10,46,0 days 00:30:57.391304347
2020-11-08,11,18,0 days 01:07:53.333333333
2020-11-08,13,24,0 days 00:17:40
2020-11-08,14,10,0 days 00:21:48
2020-11-08,15,26,0 days 00:12:04.615384615
2020-11-08,16,30,0 days 00:18:40
2020-11-08,19,2,0 days 00:29:00
2020-11-08,20,2,0 days 00:20:00
2020-11-09,7,10,0 days 00:19:00
2020-11-09,8,310,0 days 00:53:04.258064516
2020-11-09,9,500,0 days 01:02:24.240000
2020-11-09,10,730,0 days 01:05:48.657534246
2020-11-09,11,572,0 days 01:29:41.538461538
2020-11-09,12,26,0 days 01:15:46.153846153
2020-11-09,13,810,0 days 00:59:40.592592592
2020-11-09,14,750,0 days 01:01:40.800000
2020-11-09,15,796,0 days 01:01:15.979899497
2020-11-09,16,712,0 days 00:58:39.943820224
2020-11-09,17,368,0 days 00:56:20.217391304
2020-11-09,18,42,0 days 00:32:08.571428571
2020-11-09,19,430,0 days 00:42:59.441860465
2020-11-09,20,144,0 days 00:41:53.333333333
2020-11-09,21,128,0 days 00:29:13.125000
2020-11-09,22,28,0 days 00:16:12.857142857
2020-11-09,23,18,0 days 00:11:40
2020-11-10,7,12,0 days 00:41:20
2020-11-10,8,360,0 days 01:09:45.333333333
2020-11-10,9,460,0 days 00:59:54.782608695
2020-11-10,10,538,0 days 01:03:46.171003717
2020-11-10,11,430,0 days 01:21:48.837209302
2020-11-10,12,16,0 days 00:55:45
2020-11-10,13,786,0 days 01:00:40.152671755
2020-11-10,14,772,0 days 00:54:49.430051813
2020-11-10,15,764,0 days 01:00:34.869109947
2020-11-10,16,628,0 days 01:04:32.866242038
2020-11-10,17,438,0 days 01:13:09.589041095
2020-11-10,18,16,0 days 01:41:00
2020-11-10,19,356,0 days 01:16:53.595505617
2020-11-10,20,178,0 days 00:52:47.865168539
2020-11-10,21,100,0 days 00:46:02.400000
2020-11-10,22,58,0 days 00:38:10.344827586
2020-11-10,23,10,0 days 00:20:12
2020-11-11,7,8,0 days 01:32:15
2020-11-11,8,454,0 days 00:46:59.207048458
2020-11-11,9,590,0 days 00:58:07.932203389
2020-11-11,10,668,0 days 00:59:24.431137724
2020-11-11,11,606,0 days 01:24:33.069306930
2020-11-11,12,6,0 days 00:34:00
2020-11-11,13,912,0 days 00:45:56.710526315
2020-11-11,14,728,0 days 00:48:01.648351648
2020-11-11,15,718,0 days 00:48:30.083565459
2020-11-11,16,644,0 days 00:38:51.987577639
2020-11-11,17,402,0 days 00:40:08.358208955
2020-11-11,18,20,0 days 00:27:54
2020-11-11,19,316,0 days 00:28:33.797468354
2020-11-11,20,132,0 days 00:21:43.636363636
2020-11-11,21,92,0 days 00:30:23.478260869
2020-11-11,22,30,0 days 00:18:44
